1.	0
0.9397078326248302	1
0.8830508106964559	2
0.8298097634171657	3
0.779778734271668	4
0.7327641843093625	5
0.6885842434624526	6
0.6470680070037097	7
0.6080548744223245	8
0.5713939281603658	9
0.5369433498065653	10
0.5045698714890435	11
0.4741482603447582	12
0.44556083407140645	13
0.418697005687753	14
0.39345285574134453	15
0.36973073030874887	16
0.34743886323323003	17
0.32649102113853334	18
0.30680616984555875	19
0.2883081609014956	20
0.27092543700879523	21
0.25459075521446994	22
0.23924092678890818	23
0.2248165727879606	24
0.21126189435271686	25
0.1985244568584074	26
0.1865549870774356	27
0.17530718257189024	28
0.1647375325781964	29
0.15480514969101927	30
0.14547161169531012	31
0.13670081293464076	32
0.12845882464086364	33
0.12071376368479912	34
0.11343566924022848	35
0.10659638688408224	36
0.10016945968447881	37
0.09413002585530185	38
0.08845472258140494	39
0.08312159564240267	40
0.07811001448543975	41
0.07340059241840668	42
0.06897511161487947	43
0.06481645264067415	44
0.06090852822939786	45
0.05723622105081573	46
0.05378532523129773	47
0.050542491400124394	48
0.04749517504907002	49
0.044631588005498504	50
0.041940652831251354	51
0.03941195997092566	52
0.03703572748377512	53
0.034802763203462164	54
0.032704429179280625	55
0.030732608261294054	56
0.02887967270012859	57
0.02713845463995232	58
0.02550221839049685	59
0.023964634370858884	60
0.022519754624286317	61
0.021161989809231084	62
0.019886087577661287	63
0.01868711225699165	64
0.017560425757034523	65
0.016501669628112156	66
0.015506748200924264	67
0.014571812742949527	68
0.013693246570091971	69
0.012867651055978518	70
0.012091832484786182	71
0.011362789696740939	72
0.010677702478496181	73
0.010033920653480424	74
0.00942895383001161	75
0.008860461767519794	76
0.0083262453236112	77
0.007824237946953309	78
0.007352497683072446	79
0.006909199662139095	80
0.006492629039680938	81
0.006101174362915608	82
0.005733321337041606	83
0.005387646967373061	84
0.005062814054657875	85
0.00475756602228508	86
0.004470722055371048	87
0.004201172532920754	88
0.00394787473539393	89
0.003709848811071356	90
0.0034861739856176673	91
0.0032759850001778416	92
0.0030784687642285737	93
0.002892861210236473	94
0.0027184443379557593	95
0.0025545434369316482	96
0.002400524476465024	97
0.002255791652941803	98
0.0021197850850391254	99
0.001991978647892558	100
